PeakID,Timepoint,Amplitude,Position (px),Sigma (px)
3,0,1.4656752941814735,136.18822632316187,3.8355955605654826
6,1,1.6509326817759407,136.1492507232749,3.5983244809926775
9,2,2.1382893234317812,136.1650715427133,3.3599869473776396
12,3,2.6127577117349863,136.35828955923705,3.325813743829055
15,4,2.8792183907106805,136.5979911183261,3.336866156338249
18,5,3.0791007379818724,136.75155088196246,3.4035106346370454
21,6,3.270542745448467,136.90760984865818,3.4867635121649565
24,7,3.3714869089651347,137.1197504487183,3.5399027917446126
27,8,3.3544214180819827,137.33884587906365,3.560415539433887
30,9,3.3800812063962544,137.46973477372944,3.5503782322030704
33,10,3.6263783925656434,137.51411705027573,3.5246079882713124
35,11,3.936856458532029,137.543230523279,3.50336864625236
38,12,4.094897700374131,137.56392518935058,3.522133728487288
41,13,4.08027115242551,137.62835882576942,3.559242844299372
44,14,3.910193606804427,137.71818790225151,3.6348479802151683
47,15,3.665488878697043,137.70707373828603,3.698939840825469
51,16,3.5218805431723097,137.65982282972368,3.6778827618604
54,17,3.5614082090494135,137.67106518166563,3.6809967113205477
57,18,3.7209898665788685,137.6198942480987,3.6802004833064075
59,19,3.7641422485932066,137.52986396605274,3.677442011902306
63,20,3.527326900198856,137.48583794335158,3.7285153519703838
66,21,3.132864622209479,137.54644836559638,3.8072639928697467
69,22,2.7687568649346095,137.65250779788698,3.8528637210381773
72,23,2.6046139013373484,137.648430976714,3.8215506027848103
75,24,2.687477485183583,137.58037689281187,3.729053735719378
78,25,2.9404444435753123,137.47659304926108,3.598691586847377
80,26,3.2652142604935586,137.42381893033243,3.4669716554947074
83,27,3.408988800125206,137.4836226730563,3.4193333330021622
86,28,3.443423762867153,137.58510971696603,3.4683424957112217
89,29,3.6604896781332887,137.70345522495023,3.4944777195602126
92,30,4.019861760940894,137.90730025018777,3.4798068216550395
95,31,4.381083233382524,138.12927271299958,3.4252408550897613
98,32,4.528479269811811,138.3044411597777,3.3913927751859885
101,33,4.437562012163368,138.49610875642836,3.364133430327131
104,34,4.319412602248438,138.6682913104599,3.31894163785916
107,35,4.221248869438576,138.78823655488165,3.3204057286746855
110,36,4.13451833931529,138.89596068812364,3.3504344458064703
113,37,3.979938332789191,138.96502457541465,3.3816382719626987
115,38,3.7418459484746016,139.01328648521115,3.378193767157138
117,39,3.600731636637997,139.05511699049185,3.333236148227714
119,40,3.567781960330066,139.09040042819035,3.3152588075565332
121,41,3.6295157734888734,139.18939432251634,3.3448639156812408
122,42,3.7274817425257427,139.25867316851304,3.3975200825629535
125,43,3.825987682159881,139.2757766918487,3.4443868852937256
126,44,4.050590051279691,139.29560376842346,3.4144203317465815
129,45,4.255014251420125,139.38704028123715,3.2858713722292823
131,46,4.2162545286550035,139.54612224288533,3.1172341440710643
