PeakID,Timepoint,Amplitude,Position (px),Sigma (px),Instantaneous diffusion coefficient
694,326,3.8865458086003914,143.31279681475127,3.2020158878716396,0.0012859517060831145
696,327,3.6848028815302256,143.29400258008488,3.0886466374754686,0.0013053158182630602
698,328,3.3712183879352655,143.26231813775874,3.109136276996743,0.0012649747163719332
700,329,3.1697522083169325,143.22504702347743,3.239480097827048,0.0012474997910040155
702,330,3.097175361581794,143.165638584521,3.397419161669016,0.0012588854787470342
704,331,3.091249035070093,143.1143529802475,3.520367829681934,0.0013141870715547058
706,332,3.0512458200017583,143.1898448757342,3.5741304507183926,0.0013909024960008134
708,333,2.980609526738202,143.38639528504476,3.564887777471935,0.001441682602831554
710,334,2.9770909314614933,143.50513128470203,3.540712494917609,0.001460102758244175
712,335,2.977877781288636,143.38326629839986,3.492860432633568,0.001460130291634005
714,336,3.0328975274749923,143.12255389646324,3.39995331935772,0.001468557491165498
716,337,3.1896276620781903,142.79137155516304,3.340055291404119,0.0014910735382474226
718,338,3.4036154050546683,142.36980978611032,3.24541679038423,0.0015070418882644617
720,339,3.554728957963697,142.0749959868947,3.199588309403321,0.0015134718723175972
722,340,3.6804697225284326,141.96414692016407,3.248478176598252,0.0015156794610580954
724,341,3.8788330120748866,141.95209285068375,3.2966444310625964,0.0015149445176727743
726,342,4.008551054252642,142.06046503350424,3.3542678333455256,0.001518885865759205
728,343,4.013967714870012,142.3237371087472,3.3691320337919035,0.0015171355031108821
730,344,3.8949416332665936,142.56817877957957,3.2803597227316503,0.0015173358173512614
732,345,3.7877783431861447,142.72795095556714,3.143464477683752,0.0015222273623087263
734,346,3.7822076934507276,142.90585672642155,3.0366148860227766,0.0015396843726580988
736,347,3.7415541986401597,143.06616265469725,2.9618337374696666,0.0015605817334073528
738,348,3.59212614018202,143.12406204606222,2.95636058984251,0.0015858170258421518
740,349,3.4756218824007914,143.08911226089202,3.031676109296559,0.0015704328907976152
742,350,3.4826208535899155,142.9582647831103,3.123129137441008,0.0014370472837356132
744,351,3.5127054508003064,142.8013167454942,3.1979694131480185,0.0012423476309551397
746,352,3.5915118540894615,142.71869453337433,3.25341479786032,0.0010729270604822564
