Timepoint,Intensity,Step
238,0.0,0.19048491334830403
239,0.0,0.19048491334830403
240,0.0,0.19048491334830403
241,0.0,0.19048491334830403
242,0.0,0.19048491334830403
243,0.0,0.19048491334830403
244,0.5,0.19048491334830403
245,0.0,0.19048491334830403
246,0.0,0.19048491334830403
247,0.0,0.19048491334830403
248,0.0,0.19048491334830403
249,0.0,0.19048491334830403
250,0.0,0.19048491334830403
251,0.0,0.19048491334830403
252,0.0,0.19048491334830403
253,0.0,0.19048491334830403
254,0.0,0.19048491334830403
255,0.0,0.19048491334830403
256,0.5,0.19048491334830403
257,0.0,0.19048491334830403
258,0.0,0.19048491334830403
259,0.0,0.19048491334830403
260,0.0,0.19048491334830403
261,0.0,0.19048491334830403
262,0.0,0.19048491334830403
263,0.0,0.19048491334830403
264,0.5,0.19048491334830403
265,0.0,0.19048491334830403
266,0.0,0.19048491334830403
267,0.0,0.19048491334830403
268,0.0,0.19048491334830403
269,0.0,0.19048491334830403
270,0.0,0.19048491334830403
271,0.0,0.19048491334830403
272,0.5,0.19048491334830403
273,0.0,0.19048491334830403
274,0.0,0.19048491334830403
275,0.0,0.19048491334830403
276,0.0,0.19048491334830403
277,0.0,0.19048491334830403
278,0.0,0.19048491334830403
279,0.0,0.19048491334830403
280,0.0,0.19048491334830403
281,0.0,0.19048491334830403
282,0.0,0.19048491334830403
283,0.0,0.19048491334830403
284,0.0,0.19048491334830403
285,0.0,0.19048491334830403
286,0.0,0.19048491334830403
287,0.0,0.19048491334830403
288,0.0,0.19048491334830403
289,0.0,0.19048491334830403
290,0.0,0.19048491334830403
291,0.0,0.19048491334830403
292,0.0,0.19048491334830403
293,0.0,0.19048491334830403
294,0.0,0.19048491334830403
295,0.0,0.19048491334830403
296,0.5,0.19048491334830403
297,0.0,0.19048491334830403
298,0.0,0.19048491334830403
299,0.0,0.19048491334830403
300,0.0,0.19048491334830403
301,0.0,0.19048491334830403
302,0.0,0.19048491334830403
303,0.0,0.19048491334830403
304,0.0,0.19048491334830403
305,0.0,0.19048491334830403
306,0.0,0.19048491334830403
307,0.0,0.19048491334830403
308,0.0,0.19048491334830403
309,0.0,0.19048491334830403
310,0.0,0.19048491334830403
311,0.0,0.19048491334830403
312,0.0,0.19048491334830403
313,0.0,0.19048491334830403
314,0.0,0.19048491334830403
315,0.0,0.19048491334830403
316,0.0,0.19048491334830403
317,0.0,0.19048491334830403
318,0.0,0.19048491334830403
319,0.5,0.19048491334830403
320,0.5,0.19048491334830403
321,0.0,0.19048491334830403
322,0.0,0.19048491334830403
323,0.5,0.19048491334830403
324,0.0,0.19048491334830403
325,0.0,0.19048491334830403
326,0.0,0.19048491334830403
327,0.0,0.19048491334830403
328,0.0,0.19048491334830403
329,0.0,0.19048491334830403
330,0.0,0.19048491334830403
331,0.5,0.19048491334830403
332,0.5,0.19048491334830403
