Timepoint,Intensity,Step
0,40.79015306959143,31.643456206138968
1,31.21759123901083,31.643456206138968
2,42.04150333308392,31.643456206138968
3,22.582861445392187,31.643456206138968
4,34.93867991068068,31.643456206138968
5,32.40344806976643,31.643456206138968
6,45.27583458640766,31.643456206138968
7,25.244991995434813,31.643456206138968
8,34.59553494301554,31.643456206138968
9,30.342155671560388,31.643456206138968
10,25.729911180535904,31.643456206138968
11,23.151003521754493,31.643456206138968
12,27.287550411915014,31.643456206138968
13,17.68134576707693,31.643456206138968
14,33.74135452279767,31.643456206138968
15,30.8750761381756,31.643456206138968
16,31.225400410630026,31.643456206138968
17,30.176896420681825,31.643456206138968
18,45.38409330228232,31.643456206138968
19,31.019087289201618,31.643456206138968
20,29.23332783743941,31.643456206138968
21,51.335016494324975,31.643456206138968
22,30.565088220649088,31.643456206138968
23,45.15756505699815,31.643456206138968
24,35.68230809039514,31.643456206138968
25,33.87820744002991,31.643456206138968
26,23.999375617807043,31.643456206138968
27,32.852525665546516,31.643456206138968
28,26.620831712702536,31.643456206138968
29,24.689382098444423,31.643456206138968
30,23.674736660877272,31.643456206138968
31,24.722291913576132,31.643456206138968
32,43.70936041543979,31.643456206138968
33,29.27100102900646,31.643456206138968
34,38.617552621064476,31.643456206138968
35,43.77299264303903,31.643456206138968
36,26.26775397396411,31.643456206138968
37,34.11655155109463,31.643456206138968
38,16.13834402275051,31.643456206138968
39,17.715801334992573,31.643456206138968
40,39.942824701928544,31.643456206138968
41,35.69377046493467,31.643456206138968
42,29.09484345056557,31.643456206138968
43,42.05788195244079,31.643456206138968
44,27.32427064114471,31.643456206138968
45,25.20587878023081,31.643456206138968
46,31.941647081543405,31.643456206138968
47,20.853427440564435,31.643456206138968
48,41.42911380126941,31.643456206138968
49,44.1266936007164,31.643456206138968
50,40.35230507045098,31.643456206138968
51,31.91598244155764,31.643456206138968
52,45.06717663648644,31.643456206138968
53,38.38479419847181,31.643456206138968
54,30.385840693588808,31.643456206138968
55,36.559613281370474,31.643456206138968
56,48.875423035631265,31.643456206138968
57,26.864563861557087,31.643456206138968
58,25.09438380665249,31.643456206138968
59,12.506377497784275,31.643456206138968
60,16.314366502751547,31.643456206138968
61,41.36037168471287,31.643456206138968
62,39.932651589417844,31.643456206138968
63,35.811959845167465,31.643456206138968
64,34.24280820973299,31.643456206138968
65,28.054623025364016,31.643456206138968
66,26.014076368639238,31.643456206138968
67,47.37165510350622,31.643456206138968
68,42.95722077792515,31.643456206138968
69,25.077360968280516,31.643456206138968
70,21.762701607236497,31.643456206138968
71,27.247803412700037,31.643456206138968
72,48.42726741599296,31.643456206138968
73,34.771187946920996,31.643456206138968
74,39.017388672530416,31.643456206138968
75,27.498875894291263,31.643456206138968
76,34.123880420543315,31.643456206138968
77,36.24765178032373,31.643456206138968
78,30.913258381863013,31.643456206138968
79,26.523593660344453,31.643456206138968
80,26.948859963489912,31.643456206138968
81,23.36809816986596,31.643456206138968
82,28.12910994343248,31.643456206138968
83,26.446057607224805,31.643456206138968
84,33.47192393424683,31.643456206138968
85,25.071231244110752,31.643456206138968
86,24.50988136721407,31.643456206138968
87,29.752579697300604,31.643456206138968
88,36.43935667886809,31.643456206138968
89,29.08455739424963,31.643456206138968
90,26.697233947906568,31.643456206138968
91,18.178491050862196,31.643456206138968
92,34.448534082667926,31.643456206138968
93,28.698186573279067,31.643456206138968
94,35.358000135531526,31.643456206138968
95,30.227848404013585,31.643456206138968
96,14.515110578599577,31.643456206138968
97,27.46864942500044,31.643456206138968
98,26.08568005746864,31.643456206138968
99,45.26222871119881,31.643456206138968
100,38.51366622498322,31.643456206138968
101,36.41324453752393,31.643456206138968
102,38.456149024601125,31.643456206138968
103,19.871330070748474,31.643456206138968
104,32.49835396622944,31.643456206138968
105,38.43099567806526,31.643456206138968
106,36.51944658433879,31.643456206138968
107,32.503858192567456,31.643456206138968
108,42.652997817126476,31.643456206138968
109,38.97377174678176,31.643456206138968
110,40.27401847064065,31.643456206138968
111,42.16756712357497,31.643456206138968
112,37.36948354477178,31.643456206138968
113,33.47110130513131,31.643456206138968
114,37.31898544886883,31.643456206138968
115,25.563177518164224,31.643456206138968
116,34.55219416289169,31.643456206138968
117,33.780647455947154,31.643456206138968
118,7.567931159618005,31.643456206138968
119,31.244313169313575,31.643456206138968
120,19.945533415391328,31.643456206138968
121,31.517744008702113,31.643456206138968
122,16.766508669816215,31.643456206138968
123,42.97208103222172,31.643456206138968
124,22.340295976962082,31.643456206138968
125,16.04233678214288,0.1954233678214288
126,0.5,0.1954233678214288
127,0.0,0.1954233678214288
128,0.0,0.1954233678214288
129,0.0,0.1954233678214288
130,0.0,0.1954233678214288
131,0.0,0.1954233678214288
132,0.0,0.1954233678214288
133,0.0,0.1954233678214288
134,0.0,0.1954233678214288
135,0.0,0.1954233678214288
136,0.0,0.1954233678214288
