PeakID,Timepoint,Amplitude,Position (px),Sigma (px),Nearest neighbour distance,Nearest neighbour ID
1,0,12.134058448391713,34.8428384951763,2.0000000000000004,0.14743154352511567,4
2,0,8.193245893359533,53.847437468539056,2.0000000000000004,0.2918197133297227,5
3,0,11.185852018438982,41.78517213793205,2.0000000000000004,0.039695851944941296,1
4,0,8.760273778857535,95.14397353572905,2.0000000000000004,0.46690206484869634,3
5,0,7.1147142340169856,77.09539164863935,2.0000000000000004,0.4254306502135137,2

