PeakID,Timepoint,Amplitude,Position (px),Sigma (px)
3,0,5.286482026989644,100.9599087050428,3.4269871168655306
6,1,5.7923194527939845,101.01994068583637,3.3504118350322862
9,2,6.798525992132955,101.09098713127017,3.2898351387129123
12,3,7.450171140342427,101.19641993347341,3.282325494537799
15,4,7.736704029190998,101.29254180981889,3.2798780673044994
18,5,8.052185881919828,101.1877547664109,3.3245849699382446
21,6,8.360384416061478,100.82982061840391,3.3764358657902407
24,7,8.63578780760557,100.33470499547964,3.436571028384849
27,8,8.935953809109408,99.9004756562936,3.455180395391767
30,9,9.263541156849808,99.60238231083832,3.39505568834866
33,10,9.625922118062919,99.43078981847444,3.3264114725665723
37,11,9.820611269711499,99.3108985552104,3.2827993491735303
42,12,9.594484381734006,99.13161118528738,3.2868285706058193
46,13,9.239837626158826,98.97599971488594,3.313421696863212
50,14,8.982123032192522,98.93014973710517,3.357988792905898
53,15,8.810734472460213,99.0037262529669,3.383994461867795
56,16,8.90708224518265,99.20020552527399,3.380697153377169
59,17,9.159930028854673,99.36608656918769,3.382464896503081
62,18,9.316729394599985,99.44200449881212,3.389301985623187
65,19,9.282308181749961,99.46357392428652,3.39486459023305
69,20,9.04787222388347,99.48089091091265,3.370112116085054
72,21,8.761008223689638,99.51912061778027,3.3514960115734187
75,22,8.516789924569963,99.54622727582613,3.4050653543150635
78,23,8.350361114390298,99.59486210424991,3.5049180760300955
81,24,8.192666181287956,99.70946108436078,3.563638917445188
84,25,8.143201857366348,99.85453267276365,3.558818429144549
88,26,8.33675807039681,99.95248001772501,3.551969432046089
91,27,8.324394366152852,99.94841720058174,3.5631242034238917
95,28,8.093328950807358,99.88612084203454,3.5881417248739473
98,29,7.93049065576398,99.7756887211232,3.6394338753208344
102,30,7.819792575794037,99.68430151521413,3.6728701569968436
106,31,7.86125625763503,99.69904486100846,3.640408132504767
110,32,7.868990509805831,99.75966886047378,3.587020471923874
114,33,7.799841251570451,99.86707875832599,3.5489682681856713
118,34,7.911184399824997,100.03139539119196,3.5259809197801646
122,35,8.04444312144079,100.20155818817125,3.503766928694432
126,36,8.005329794846647,100.36175791876083,3.5014228412069706
130,37,8.104462819032289,100.48279703164397,3.512553855489722
134,38,8.429479925592371,100.56209696281621,3.5072213633848364
137,39,8.796069555027831,100.63196212892373,3.5045252362473973
141,40,9.105438673492989,100.6599748415523,3.4965241765117177
145,41,9.260138684560243,100.71629662362508,3.463133604904532
149,42,9.051486129891776,100.84522028117775,3.420403873819901
154,43,8.561873795543047,101.0118148938297,3.3874449135170104
158,44,8.168206266068534,101.14239451600163,3.3870301272490897
162,45,8.0813570484386,101.1923475064381,3.426146049437477
166,46,8.388943702338802,101.20315434187138,3.4634704229097206
169,47,8.733519046320252,101.24044958650279,3.4920835155832988
172,48,8.73510339489511,101.3944250464743,3.51972978648153
