PeakID,Timepoint,Amplitude,Position (px),Sigma (px)
1,0,9.867631315843079,216.48791200679963,3.3100786036493206
4,1,10.926895441293322,216.57024723902384,3.244561070583441
7,2,12.78149253485248,216.71827619225726,3.207626821150098
10,3,13.867918367275509,216.89121113379787,3.238669140433758
13,4,14.278849434743622,217.05976672462995,3.2828764599043767
16,5,14.865435313821049,217.17993803364837,3.3600231871504045
19,6,15.752714922761278,217.23010632079334,3.4376455244388304
22,7,16.66924144755891,217.22504346681131,3.494841361977078
25,8,17.749172998552435,217.21287584323753,3.5103476820959387
28,9,18.60397797851148,217.2193154209716,3.4783718646586115
32,10,18.891564212258583,217.25578682651542,3.4320088653355136
36,11,18.615472184038016,217.32902802352214,3.4324630654252175
40,12,17.57442722703237,217.38627638353015,3.467103985715659
44,13,15.488811418318676,217.39319228892748,3.512114343697137
48,14,13.493677206876724,217.3896226664811,3.5778981039067292
51,15,12.662439752418095,217.38670967235936,3.6045727932820237
54,16,12.637436023157019,217.38484369493693,3.5590155831099413
57,17,12.733768904646697,217.42547749037658,3.4741413375218153
60,18,12.635030274642828,217.5316293127883,3.3888915601927443
63,19,12.279062329876632,217.65044560103198,3.3462914424429786
67,20,11.560141879625009,217.73833854791158,3.370209849294382
70,21,10.73573447832944,217.82066359547554,3.4438982841861865
74,22,10.291158453709428,217.8483278056642,3.5207430600693574
77,23,10.43363017245222,217.8422013378692,3.5742005687960487
79,24,10.838686534059935,217.88347486506376,3.6448104874840825
82,25,10.948455128030545,217.93586023179088,3.7446709580647055
87,26,10.630240099551438,217.94609170165086,3.8023451418811005
90,27,10.339263098200963,217.9261199241665,3.778774162974899
94,28,10.414047800660553,217.95711870810624,3.687026017811233
97,29,10.67924226704987,217.99080709370776,3.558410413078508
100,30,10.770633417123305,218.05323233009156,3.457498813020396
104,31,10.67011773862027,218.1191757451028,3.3965888097407104
108,32,10.586362864238989,218.07678617501554,3.372981440593984
112,33,11.010301272313285,217.89629754559016,3.396699972848348
116,34,12.221979820356426,217.58851076044556,3.4450796197316147
120,35,14.664935403465538,217.2880788704404,3.4477504268046184
124,36,18.27650296050646,217.09530183909743,3.4079412687610167
128,37,21.006022778156424,217.019357007969,3.3591560564126137
132,38,21.656826505000435,217.06125727292405,3.3267135576452995
136,39,21.057868066821765,217.1232278285182,3.319728002171063
140,40,19.868652256519123,217.15191866296033,3.3357364026907166
144,41,18.700636114989642,217.15288382971065,3.3702983020140693
148,42,18.056229599727786,217.1072619238049,3.4036606679132384
152,43,17.933721281376688,217.03856105405998,3.4429036028175912
156,44,17.96595939293307,216.95897985612336,3.502856086085106
160,45,17.842363024894798,216.89617638627823,3.5518762170134166
164,46,17.76617684973405,216.86558988181147,3.597025442020744
167,47,17.72696390482156,216.82065303163543,3.6535625526375997
170,48,17.48041865890089,216.76053974966962,3.7327417202251305
173,49,17.22941074172359,216.73947193872146,3.8328465570623687
176,50,16.926240113814977,216.76268727925944,3.9153293881282347
179,51,16.285511989320455,216.9652077265905,3.9928947911142396
182,52,15.418375323761616,217.47741876782092,4.03379984546448
185,53,14.633634406126003,218.18267938000844,3.988844777247074
188,54,14.334846750375412,218.91588991019205,3.8840004114966487
191,55,14.766463191376085,219.54147372229937,3.7615730199059993
194,56,15.456618268574418,219.859392546315,3.645090409000437
198,57,16.020172739312475,219.9238631156616,3.5824640122985083
202,58,16.75493940045739,219.9116816489811,3.5826666230136754
