Timepoint,Track1 ID,Track2 ID,Peak1 ID,Peak2 ID,Peak1 pos (px),Peak2 pos (px),Displacement1 (px),Displacement2 (px),Initial separation (px),R2,Intercept
4,3,3,15,15,136.4085163108503,136.9045072611492,0.0035256476787992597,0.07620915344557488,0.4233074445321279,0.9624279339276353,-0.4575072618765812
5,3,3,18,18,136.62483960801964,136.8073260477036,0.21984894484813822,-0.02097206000001961,0.4233074445321279,0.9624279339276353,-0.4575072618765812
6,3,3,21,21,136.76905902054125,136.6408886654109,0.36406835736974585,-0.18740944229273282,0.4233074445321279,0.9624279339276353,-0.4575072618765812
7,3,3,24,24,136.91822707740036,136.580828201813,0.5132364142288566,-0.24746990589062534,0.4233074445321279,0.9624279339276353,-0.4575072618765812
8,3,3,27,26,137.1254612983673,136.6326223529915,0.7204706351957952,-0.19567575471214127,0.4233074445321279,0.9624279339276353,-0.4575072618765812
9,3,3,30,29,137.34118479505895,136.69383108419294,0.9361941318874472,-0.13446702351069462,0.4233074445321279,0.9624279339276353,-0.4575072618765812
10,3,3,33,32,137.46980206466029,136.8441395661836,1.0648114014887824,0.01584145847996865,0.4233074445321279,0.9624279339276353,-0.4575072618765812
11,3,3,36,35,137.51509367385654,137.19417382882656,1.1101030106850374,0.3658757211229329,0.4233074445321279,0.9624279339276353,-0.4575072618765812
12,3,3,38,38,137.5443348126293,137.59027613393067,1.1393441494577985,0.761978026227041,0.4233074445321279,0.9624279339276353,-0.4575072618765812
13,3,3,41,41,137.56508322675222,137.81454842585555,1.1600925635807187,0.9862503181519173,0.4233074445321279,0.9624279339276353,-0.4575072618765812
14,3,3,44,44,137.629658873833,137.87540389805147,1.2246682106614912,1.0471057903478425,0.4233074445321279,0.9624279339276353,-0.4575072618765812
15,3,3,47,47,137.7187983195803,137.9056213934986,1.313807656408784,1.0773232857949608,0.4233074445321279,0.9624279339276353,-0.4575072618765812
16,3,3,50,50,137.706193448939,137.98470312105405,1.3012027857674866,1.1564050133504225,0.4233074445321279,0.9624279339276353,-0.4575072618765812
17,3,3,54,53,137.65635568672204,138.1098048353609,1.2513650235505338,1.2815067276572734,0.4233074445321279,0.9624279339276353,-0.4575072618765812
18,3,3,57,56,137.66684060693325,138.23793200955032,1.2618499437617459,1.4096339018466892,0.4233074445321279,0.9624279339276353,-0.4575072618765812
19,3,3,60,59,137.61431916392178,138.31192574323907,1.2093285007502743,1.4836276355354414,0.4233074445321279,0.9624279339276353,-0.4575072618765812
20,3,3,62,62,137.52601098574732,138.30075130457936,1.1210203225758164,1.4724531968757333,0.4233074445321279,0.9624279339276353,-0.4575072618765812
21,3,3,66,65,137.48168874969883,138.17127155993495,1.0766980865273297,1.3429734522313197,0.4233074445321279,0.9624279339276353,-0.4575072618765812
22,3,3,69,68,137.54990253456023,137.96823307305368,1.1449118713887287,1.1399349653500508,0.4233074445321279,0.9624279339276353,-0.4575072618765812
23,3,3,72,71,137.65869460351547,137.73690647235927,1.2537039403439678,0.9086083646556347,0.4233074445321279,0.9624279339276353,-0.4575072618765812
24,3,3,75,74,137.65606688915688,137.56516217002203,1.251076225985372,0.7368640623184035,0.4233074445321279,0.9624279339276353,-0.4575072618765812
25,3,3,78,77,137.5918449921607,137.60547036466838,1.1868543289891988,0.7771722569647466,0.4233074445321279,0.9624279339276353,-0.4575072618765812
26,3,3,81,80,137.48216511789215,137.85461409292222,1.077174454720648,1.026315985218588,0.4233074445321279,0.9624279339276353,-0.4575072618765812
27,3,3,83,83,137.4324454212842,138.0539599587548,1.0274547581126967,1.2256618510511714,0.4233074445321279,0.9624279339276353,-0.4575072618765812
28,3,3,86,86,137.49045815556707,138.01949289799097,1.0854674923955656,1.1911947902873408,0.4233074445321279,0.9624279339276353,-0.4575072618765812
29,3,3,89,89,137.59070321064326,137.8569260657149,1.185712547471752,1.0286279580112705,0.4233074445321279,0.9624279339276353,-0.4575072618765812
30,3,3,92,92,137.70398615043356,137.66437120452343,1.2989954872620615,0.8360730968198027,0.4233074445321279,0.9624279339276353,-0.4575072618765812
31,3,3,95,95,137.90661787440865,137.4739148246044,1.5016272112371496,0.6456167169007756,0.4233074445321279,0.9624279339276353,-0.4575072618765812
32,3,3,98,98,138.12848948402112,137.19534149369727,1.7234988208496134,0.3670433859936395,0.4233074445321279,0.9624279339276353,-0.4575072618765812
33,3,3,101,102,138.30272237058742,137.04534085221704,1.8977317074159146,0.21704274451340666,0.4233074445321279,0.9624279339276353,-0.4575072618765812
34,3,3,104,105,138.49659968080633,137.1514643744883,2.0916090176348234,0.32316626678468197,0.4233074445321279,0.9624279339276353,-0.4575072618765812
35,3,3,107,108,138.66741894242455,137.3191656674869,2.2624282792530437,0.49086755978328256,0.4233074445321279,0.9624279339276353,-0.4575072618765812
36,3,3,110,111,138.78709666822425,137.56804042644518,2.382106005052748,0.7397423187415484,0.4233074445321279,0.9624279339276353,-0.4575072618765812
37,3,3,113,114,138.89337742811932,137.8485214264831,2.488386764947819,1.0202233187794718,0.4233074445321279,0.9624279339276353,-0.4575072618765812
38,3,3,116,117,138.96396198848714,137.953216672934,2.558971325315639,1.1249185652303595,0.4233074445321279,0.9624279339276353,-0.4575072618765812
39,3,3,118,120,139.01147348221096,137.9995791464038,2.6064828190394564,1.1712810387001582,0.4233074445321279,0.9624279339276353,-0.4575072618765812
40,3,3,120,123,139.05351362556405,138.16652441279612,2.6485229623925477,1.3382263050924905,0.4233074445321279,0.9624279339276353,-0.4575072618765812
41,3,3,122,126,139.090177524745,138.53139621456762,2.6851868615734986,1.7030981068639903,0.4233074445321279,0.9624279339276353,-0.4575072618765812
42,3,3,124,129,139.18682825733356,139.067556779164,2.781837594162056,2.2392586714603624,0.4233074445321279,0.9624279339276353,-0.4575072618765812
43,3,3,125,132,139.25869265785494,139.4283047480228,2.8537019946834334,2.6000066403191795,0.4233074445321279,0.9624279339276353,-0.4575072618765812
44,3,3,127,135,139.27670740229436,139.6048231460613,2.87171673912286,2.7765250383576756,0.4233074445321279,0.9624279339276353,-0.4575072618765812
45,3,3,129,138,139.29763405327736,139.60837522732066,2.89264339010586,2.780077119617033,0.4233074445321279,0.9624279339276353,-0.4575072618765812
46,3,3,132,140,139.39135292281,139.4269573361988,2.986362259638497,2.5986592284951655,0.4233074445321279,0.9624279339276353,-0.4575072618765812
47,3,3,134,143,139.55115711322898,139.26686491870458,3.1461664500574784,2.4385668110009533,0.4233074445321279,0.9624279339276353,-0.4575072618765812
48,3,3,136,146,139.68980339810454,139.28508559578603,3.284812734933041,2.456787488082398,0.4233074445321279,0.9624279339276353,-0.4575072618765812
49,3,3,138,149,139.74033842824184,139.44187468484637,3.3353477650703383,2.6135765771427373,0.4233074445321279,0.9624279339276353,-0.4575072618765812
50,3,3,139,152,139.6512646649496,139.5493254775314,3.2462740017780902,2.721027369827766,0.4233074445321279,0.9624279339276353,-0.4575072618765812
51,3,3,141,156,139.39727512004447,139.52273986723657,2.992284456872966,2.6944417595329355,0.4233074445321279,0.9624279339276353,-0.4575072618765812
52,3,3,143,159,139.05308813943319,139.41492128787283,2.6480974762616825,2.586623180169198,0.4233074445321279,0.9624279339276353,-0.4575072618765812
53,3,3,146,162,138.79946470370422,139.29943037061045,2.394474040532714,2.4711322629068206,0.4233074445321279,0.9624279339276353,-0.4575072618765812
54,3,3,148,165,138.65190042922245,139.17805443603282,2.2469097660509476,2.3497563283291925,0.4233074445321279,0.9624279339276353,-0.4575072618765812
55,3,3,150,167,138.558846828652,139.06583131463523,2.153856165480505,2.2375332069316016,0.4233074445321279,0.9624279339276353,-0.4575072618765812
56,3,3,152,170,138.59936743464434,138.83982293836496,2.1943767714728324,2.0115248306613296,0.4233074445321279,0.9624279339276353,-0.4575072618765812
57,3,3,154,173,138.68682440146313,138.52788343985415,2.281833738291624,1.6995853321505194,0.4233074445321279,0.9624279339276353,-0.4575072618765812
58,3,3,156,176,138.7116155690924,138.2969161429364,2.3066249059208985,1.4686180352327654,0.4233074445321279,0.9624279339276353,-0.4575072618765812
