Timepoint,Track1 ID,Track2 ID,Peak1 ID,Peak2 ID,Peak1 pos (px),Peak2 pos (px),Displacement1 (px),Displacement2 (px),Initial separation (px),R2,Intercept
148,3,3,335,448,143.99572482469142,143.5271539560509,7.590734161519919,6.698855848347279,0.4233074445321279,0.9624279339276353,-0.4575072618765812
149,3,3,337,452,143.99856749972406,143.4397158705151,7.5935768365525576,6.61141776281147,0.4233074445321279,0.9624279339276353,-0.4575072618765812
150,3,3,339,455,143.95878435316794,143.47188694456,7.553793689996439,6.643588836856367,0.4233074445321279,0.9624279339276353,-0.4575072618765812
151,3,3,342,458,143.897410167099,143.55048101416156,7.4924195039274935,6.722182906457931,0.4233074445321279,0.9624279339276353,-0.4575072618765812
152,3,3,344,461,143.88381172213482,143.73047212358384,7.4788210589633195,6.902174015880206,0.4233074445321279,0.9624279339276353,-0.4575072618765812
153,3,3,346,465,143.79923869525035,143.83364557393853,7.394248032078849,7.005347466234895,0.4233074445321279,0.9624279339276353,-0.4575072618765812
154,3,3,348,468,143.62832746181417,143.75091108895768,7.223336798642663,6.922612981254048,0.4233074445321279,0.9624279339276353,-0.4575072618765812
155,3,3,350,471,143.52934326720984,143.63813721513614,7.124352604038336,6.809839107432509,0.4233074445321279,0.9624279339276353,-0.4575072618765812
156,3,3,352,473,143.4572419705264,143.53167025575323,7.052251307354908,6.703372148049596,0.4233074445321279,0.9624279339276353,-0.4575072618765812
157,3,3,355,476,143.41458954730592,143.4665759298535,7.0095988841344194,6.63827782214986,0.4233074445321279,0.9624279339276353,-0.4575072618765812
158,3,3,357,480,143.43516157094766,143.50870757315116,7.030170907776153,6.680409465447525,0.4233074445321279,0.9624279339276353,-0.4575072618765812
159,3,3,359,484,143.47360194616087,143.64345522466317,7.068611282989366,6.81515711695954,0.4233074445321279,0.9624279339276353,-0.4575072618765812
160,3,3,360,489,143.5305426336218,143.84752648053896,7.125551970450289,7.019228372835329,0.4233074445321279,0.9624279339276353,-0.4575072618765812
161,3,3,362,493,143.6598379707055,143.965329779909,7.254847307533993,7.1370316722053815,0.4233074445321279,0.9624279339276353,-0.4575072618765812
162,3,3,364,496,143.88083211518372,143.93088074793357,7.475841452012219,7.10258264022994,0.4233074445321279,0.9624279339276353,-0.4575072618765812
163,3,3,366,500,144.09372539515658,143.88135096636375,7.688734731985079,7.0530528586601235,0.4233074445321279,0.9624279339276353,-0.4575072618765812
164,3,3,368,504,144.138851509017,143.87006952374756,7.7338608458454985,7.041771416043929,0.4233074445321279,0.9624279339276353,-0.4575072618765812
165,3,3,370,508,144.0167997694318,143.81835436060808,7.611809106260296,6.990056252904452,0.4233074445321279,0.9624279339276353,-0.4575072618765812
166,3,3,372,512,143.9112505443349,143.76772449481714,7.506259881163402,6.939426387113514,0.4233074445321279,0.9624279339276353,-0.4575072618765812
167,3,3,374,515,143.91367325118358,143.81591636454522,7.508682588012078,6.987618256841586,0.4233074445321279,0.9624279339276353,-0.4575072618765812
168,3,3,376,519,144.0027811646542,143.89257733704204,7.597790501482706,7.0642792293384105,0.4233074445321279,0.9624279339276353,-0.4575072618765812
169,3,3,378,525,144.11353612804828,144.01721106604975,7.708545464876778,7.188912958346123,0.4233074445321279,0.9624279339276353,-0.4575072618765812
170,3,3,381,529,144.25694525413525,144.13066638864726,7.851954590963743,7.302368280943625,0.4233074445321279,0.9624279339276353,-0.4575072618765812
171,3,3,383,533,144.47201109625507,144.14111473693794,8.06702043308357,7.312816629234305,0.4233074445321279,0.9624279339276353,-0.4575072618765812
172,3,3,385,536,144.65671857031066,144.18752952444459,8.251727907139156,7.359231416740954,0.4233074445321279,0.9624279339276353,-0.4575072618765812
173,3,3,387,540,144.80148905013073,144.22864993657913,8.396498386959223,7.4003518288755,0.4233074445321279,0.9624279339276353,-0.4575072618765812
174,3,3,388,543,144.84408878306834,144.2896598764829,8.43909811989684,7.4613617687792555,0.4233074445321279,0.9624279339276353,-0.4575072618765812
175,3,3,390,549,144.82674522590284,144.3378629381758,8.421754562731337,7.509564830472158,0.4233074445321279,0.9624279339276353,-0.4575072618765812
176,3,3,392,552,144.81425714300704,144.4913833978044,8.409266479835537,7.663085290100781,0.4233074445321279,0.9624279339276353,-0.4575072618765812
177,3,3,394,556,144.89677588932608,144.73656113113938,8.491785226154576,7.908263023435751,0.4233074445321279,0.9624279339276353,-0.4575072618765812
178,3,3,396,561,145.05195430206078,144.77584361910425,8.646963638889275,7.9475455114006195,0.4233074445321279,0.9624279339276353,-0.4575072618765812
179,3,3,398,564,145.15172967250462,144.73341531284348,8.746739009333112,7.905117205139845,0.4233074445321279,0.9624279339276353,-0.4575072618765812
180,3,3,400,568,145.17050787290503,144.69981302847233,8.765517209733531,7.871514920768703,0.4233074445321279,0.9624279339276353,-0.4575072618765812
181,3,3,402,571,145.1993880352947,144.73141252329285,8.7943973721232,7.903114415589215,0.4233074445321279,0.9624279339276353,-0.4575072618765812
182,3,3,404,575,145.2515068065477,144.77409976722168,8.846516143376192,7.945801659518054,0.4233074445321279,0.9624279339276353,-0.4575072618765812
183,3,3,406,578,145.28252865748735,144.69262858548518,8.877537994315844,7.86433047778155,0.4233074445321279,0.9624279339276353,-0.4575072618765812
184,3,3,408,582,145.40437653920085,144.56163305480013,8.99938587602935,7.733334947096495,0.4233074445321279,0.9624279339276353,-0.4575072618765812
185,3,3,410,586,145.55127758281662,144.48987590429454,9.14628691964512,7.661577796590905,0.4233074445321279,0.9624279339276353,-0.4575072618765812
186,3,3,412,590,145.6085068779044,144.4474211907564,9.2035162147329,7.619123083052756,0.4233074445321279,0.9624279339276353,-0.4575072618765812
187,3,3,414,594,145.65406790742196,144.45448344875052,9.249077244250458,7.626185341046892,0.4233074445321279,0.9624279339276353,-0.4575072618765812
188,3,3,416,598,145.75281513726446,144.55879220056642,9.34782447409296,7.730494092862784,0.4233074445321279,0.9624279339276353,-0.4575072618765812
189,3,3,418,603,145.92266448511992,144.67304162288178,9.51767382194842,7.844743515178152,0.4233074445321279,0.9624279339276353,-0.4575072618765812
190,3,3,420,606,145.976652523508,144.77621504755103,9.57166186033649,7.947916939847403,0.4233074445321279,0.9624279339276353,-0.4575072618765812
191,3,3,422,609,145.8121956007696,144.84666229568742,9.407204937598095,8.018364187983792,0.4233074445321279,0.9624279339276353,-0.4575072618765812
192,3,3,424,613,145.59222186657766,144.87156852646942,9.187231203406157,8.043270418765786,0.4233074445321279,0.9624279339276353,-0.4575072618765812
193,3,3,426,617,145.4419859032152,144.83581561259828,9.036995240043694,8.00751750489465,0.4233074445321279,0.9624279339276353,-0.4575072618765812
194,3,3,428,621,145.38991471637374,144.7693379522657,8.984924053202235,7.941039844562056,0.4233074445321279,0.9624279339276353,-0.4575072618765812
195,3,3,430,625,145.43768314613314,144.75019570991412,9.032692482961636,7.9218976022104926,0.4233074445321279,0.9624279339276353,-0.4575072618765812
196,3,3,432,629,145.57423024181557,144.77612508127336,9.169239578644067,7.9478269735697324,0.4233074445321279,0.9624279339276353,-0.4575072618765812
197,3,3,434,634,145.67371617070526,144.93862802404013,9.268725507533759,8.110329916336497,0.4233074445321279,0.9624279339276353,-0.4575072618765812
198,3,3,436,637,145.6477109400328,145.15010045582645,9.242720276861291,8.321802348122816,0.4233074445321279,0.9624279339276353,-0.4575072618765812
199,3,3,438,640,145.5879900229898,145.2016633886137,9.182999359818297,8.373365280910065,0.4233074445321279,0.9624279339276353,-0.4575072618765812
200,3,3,441,643,145.52047134840774,145.09110887295628,9.115480685236236,8.262810765252652,0.4233074445321279,0.9624279339276353,-0.4575072618765812
201,3,3,444,646,145.57655359351065,145.15347822387562,9.17156293033915,8.325180116171992,0.4233074445321279,0.9624279339276353,-0.4575072618765812
206,3,3,454,657,145.26535236572383,146.09789934235997,8.860361702552325,9.269601234656335,0.4233074445321279,0.9624279339276353,-0.4575072618765812
207,3,3,456,660,145.23622574470033,146.0768964806209,8.831235081528831,9.248598372917257,0.4233074445321279,0.9624279339276353,-0.4575072618765812
208,3,3,458,663,145.34263094290904,145.92844209128955,8.937640279737536,9.100143983585923,0.4233074445321279,0.9624279339276353,-0.4575072618765812
209,3,3,460,666,145.48248301658728,145.75163491266088,9.077492353415778,8.923336804957245,0.4233074445321279,0.9624279339276353,-0.4575072618765812
210,3,3,462,669,145.5410098191408,145.59727722844278,9.136019155969308,8.768979120739147,0.4233074445321279,0.9624279339276353,-0.4575072618765812
211,3,3,464,672,145.470426480442,145.48025440104044,9.065435817270497,8.65195629333681,0.4233074445321279,0.9624279339276353,-0.4575072618765812
212,3,3,466,675,145.27085399564902,145.39001557099496,8.865863332477517,8.56171746329133,0.4233074445321279,0.9624279339276353,-0.4575072618765812
213,3,3,468,678,145.0616063744386,145.27521249111595,8.656615711267108,8.44691438341232,0.4233074445321279,0.9624279339276353,-0.4575072618765812
214,3,3,470,681,144.99185957944061,145.16819799812666,8.586868916269111,8.339899890423027,0.4233074445321279,0.9624279339276353,-0.4575072618765812
215,3,3,472,684,145.02901989595324,145.18809690093875,8.624029232781737,8.359798793235115,0.4233074445321279,0.9624279339276353,-0.4575072618765812
216,3,3,475,688,145.03099058365717,145.288329570694,8.625999920485668,8.460031462990372,0.4233074445321279,0.9624279339276353,-0.4575072618765812
221,3,3,484,699,144.47872920324772,145.23679406181404,8.07373854007622,8.408495954110407,0.4233074445321279,0.9624279339276353,-0.4575072618765812
222,3,3,486,701,144.55885989654158,145.14446891497693,8.153869233370074,8.316170807273295,0.4233074445321279,0.9624279339276353,-0.4575072618765812
223,3,3,488,704,144.71098957657742,145.14629733356526,8.305998913405915,8.317999225861627,0.4233074445321279,0.9624279339276353,-0.4575072618765812
224,3,3,490,707,144.88599237944678,145.18987332856986,8.481001716275273,8.361575220866229,0.4233074445321279,0.9624279339276353,-0.4575072618765812
225,3,3,492,710,145.09709419897237,145.2215316114774,8.692103535800868,8.393233503773757,0.4233074445321279,0.9624279339276353,-0.4575072618765812
226,3,3,494,713,145.26376325758622,145.1812151036604,8.858772594414717,8.352916995956775,0.4233074445321279,0.9624279339276353,-0.4575072618765812
227,3,3,496,717,145.23223448129855,145.1489957081847,8.827243818127045,8.320697600481083,0.4233074445321279,0.9624279339276353,-0.4575072618765812
228,3,3,499,720,145.14983423415762,145.09661078348185,8.74484357098612,8.268312675778219,0.4233074445321279,0.9624279339276353,-0.4575072618765812
229,3,3,500,723,145.1563228601687,144.96704920257991,8.751332196997197,8.138751094876284,0.4233074445321279,0.9624279339276353,-0.4575072618765812
230,3,3,502,726,145.1515653908277,144.95323224960003,8.746574727656196,8.124934141896404,0.4233074445321279,0.9624279339276353,-0.4575072618765812
231,3,3,504,729,145.0119958559878,144.9687114512526,8.607005192816302,8.140413343548971,0.4233074445321279,0.9624279339276353,-0.4575072618765812
232,3,3,506,732,144.775347593769,144.95734053686712,8.370356930597495,8.12904242916349,0.4233074445321279,0.9624279339276353,-0.4575072618765812
233,3,3,508,736,144.59475295274746,144.97026737506928,8.189762289575953,8.141969267365653,0.4233074445321279,0.9624279339276353,-0.4575072618765812
234,3,3,510,739,144.46270470428038,144.8755667352196,8.05771404110888,8.047268627515962,0.4233074445321279,0.9624279339276353,-0.4575072618765812
235,3,3,512,742,144.31149226415687,144.60822039347389,7.906501600985365,7.779922285770255,0.4233074445321279,0.9624279339276353,-0.4575072618765812
236,3,3,514,745,144.28786062004184,144.1947827494907,7.882869956870337,7.366484641787082,0.4233074445321279,0.9624279339276353,-0.4575072618765812
237,3,3,516,748,144.40642486530814,143.89234219374154,8.001434202136636,7.06404408603791,0.4233074445321279,0.9624279339276353,-0.4575072618765812
238,3,3,518,751,144.45417586337223,143.92615125736438,8.049185200200725,7.09785314966075,0.4233074445321279,0.9624279339276353,-0.4575072618765812
239,3,3,521,754,144.31997927142814,144.1000944162449,7.914988608256635,7.271796308541269,0.4233074445321279,0.9624279339276353,-0.4575072618765812
240,3,3,523,757,144.08087173001516,144.2080969381187,7.675881066843658,7.379798830415069,0.4233074445321279,0.9624279339276353,-0.4575072618765812
241,3,3,525,760,143.84327393902035,144.15339173950179,7.438283275848846,7.325093631798154,0.4233074445321279,0.9624279339276353,-0.4575072618765812
242,3,3,526,762,143.77966764825865,143.97032190084226,7.374676985087149,7.142023793138634,0.4233074445321279,0.9624279339276353,-0.4575072618765812
243,3,3,528,765,143.9153437956836,143.9098985340621,7.510353132512108,7.081600426358477,0.4233074445321279,0.9624279339276353,-0.4575072618765812
244,3,3,530,768,144.10758403098248,144.11492010898053,7.702593367810977,7.286622001276896,0.4233074445321279,0.9624279339276353,-0.4575072618765812
245,3,3,532,771,144.29339700735818,144.37602355358084,7.888406344186677,7.547725445877205,0.4233074445321279,0.9624279339276353,-0.4575072618765812
246,3,3,534,774,144.41021276007442,144.54035205667643,8.005222096902912,7.712053948972795,0.4233074445321279,0.9624279339276353,-0.4575072618765812
247,3,3,536,777,144.4925947501808,144.68524647001817,8.08760408700931,7.85694836231454,0.4233074445321279,0.9624279339276353,-0.4575072618765812
248,3,3,538,780,144.60318528430594,144.79134043989922,8.198194621134434,7.9630423321955845,0.4233074445321279,0.9624279339276353,-0.4575072618765812
249,3,3,540,783,144.737858300764,144.92997960514222,8.3328676375925,8.101681497438591,0.4233074445321279,0.9624279339276353,-0.4575072618765812
250,3,3,542,786,144.82973540945096,145.07147564141246,8.424744746279458,8.243177533708831,0.4233074445321279,0.9624279339276353,-0.4575072618765812
251,3,3,545,789,144.83234511061627,145.1102771697985,8.42735444744477,8.281979062094877,0.4233074445321279,0.9624279339276353,-0.4575072618765812
252,3,3,547,792,144.79180715960595,144.9815239147331,8.386816496434449,8.153225807029457,0.4233074445321279,0.9624279339276353,-0.4575072618765812
253,3,3,548,795,144.70335447466664,144.7041136332937,8.298363811495136,7.87581552559007,0.4233074445321279,0.9624279339276353,-0.4575072618765812
254,3,3,550,798,144.56771618320522,144.58049138387418,8.162725520033717,7.752193276170544,0.4233074445321279,0.9624279339276353,-0.4575072618765812
255,3,3,552,801,144.43555098060628,144.61783026609086,8.030560317434777,7.789532158387232,0.4233074445321279,0.9624279339276353,-0.4575072618765812
256,3,3,554,804,144.27653645564527,144.61541486981082,7.871545792473768,7.787116762107189,0.4233074445321279,0.9624279339276353,-0.4575072618765812
257,3,3,556,808,144.12476036085616,144.52564082440597,7.719769697684654,7.697342716702337,0.4233074445321279,0.9624279339276353,-0.4575072618765812
258,3,3,558,811,144.03312199653644,144.2534628057649,7.628131333364934,7.42516469806128,0.4233074445321279,0.9624279339276353,-0.4575072618765812
259,3,3,561,814,143.94387855071037,143.75048239547596,7.538887887538863,6.922184287772325,0.4233074445321279,0.9624279339276353,-0.4575072618765812
260,3,3,562,817,143.8599971416746,143.31180255904914,7.455006478503094,6.48350445134551,0.4233074445321279,0.9624279339276353,-0.4575072618765812
